,lat,lon
0,41.542155726880715,-91.62753777061229
1,28.03979192128318,-97.93219977638427
2,29.249801056651748,-84.47702449005698
3,38.02172809009602,-121.73973398225098
4,40.96820139825288,-96.99024080137707
5,26.892700122882534,-121.56740736807804
6,35.15762164444995,-110.3702929938183
7,40.47454094143118,-82.94978507877907
8,44.06093212544965,-104.93181959462126
9,33.08886884677751,-116.86156810936207
10,47.46961471526184,-76.77768862228089
11,27.78607784871569,-99.87284192852636
12,33.985423329901465,-81.34036863530272
13,32.17574104086224,-95.75325699277363
14,46.514753150512234,-112.39479009763357
15,41.774288228939284,-96.50628018685396
16,42.97147124118064,-77.27017777308043
17,29.606535331932868,-92.04060761070173
18,33.37115602244293,-113.22173216137205
19,44.67294170924363,-113.33291218535044
20,33.57172868294177,-91.21792537211593
21,36.86195515196099,-88.89527340675026
22,45.741142237405825,-87.34426529166612
23,37.05027830713708,-108.36810205529109
24,28.980916410472844,-94.82146511212507
25,27.06060451816618,-121.67571174913857
26,30.312583467407162,-99.36937383235909
27,46.2229774563462,-123.59852129707046
28,44.188844120806046,-81.5248211066729
29,33.54437763533397,-115.27587127832531
30,44.45986779393128,-117.79272847982311
31,48.232634054887,-119.00450840820079
32,26.713620591551155,-91.54797236416019
33,38.72943446804216,-112.34615573078287
34,30.130165958541454,-123.04438071633838
35,28.82476921184917,-103.67633379630549
36,29.698065876737058,-82.36211842281757
37,26.170782323556143,-119.4705097710599
38,30.224561980186007,-110.37490398751407
39,44.71718948831902,-113.31708048162913
40,41.514938945967174,-116.64463371211815
41,33.87638474853098,-108.50794566783958
42,47.21342006226535,-92.394932883065
43,35.105007644668895,-120.3712465365943
44,48.993970280165286,-95.48199464985153
45,46.7034316746995,-122.09908965707484
46,35.266905303721515,-119.06781647851817
47,47.960370784321086,-117.46293916744976
48,43.21803548738795,-99.10802369788594
49,28.253384850236344,-80.47108536913272
50,45.042750869450494,-112.3912551897863
51,34.28082257802711,-84.06978792736476
52,38.89130705226914,-78.35272152298268
53,27.01401352650327,-81.352835509696
54,27.988145673945446,-102.46703672219608
55,48.27997438250952,-90.33124005348978
56,33.873311825914186,-110.65445464756215
57,35.106367416045245,-92.85021250226279
58,48.23543917229914,-111.03704713373334
59,34.97694893071405,-118.60760464438351
60,33.10752481411633,-106.6668470847489
61,28.006712875908583,-97.05294249656681
62,33.43578233722567,-109.09134741252595
63,30.195151015553925,-113.43411989515816
64,30.361553053369036,-113.55465271061266
65,40.28050960942998,-97.46132852903904
66,34.1482209669575,-78.2984087474945
67,33.65884715146755,-105.19661503437602
68,26.963644078798858,-104.30964670748762
69,47.966684861570386,-75.53568118726577
70,48.8874859662787,-111.84352949045385
71,33.97844276915527,-107.83789747166486
72,48.166005448501494,-91.80579453691954
73,26.350227483723405,-122.60841193377557
74,48.390211095191866,-100.38299588080673
75,41.93647087165737,-103.7297594892182
76,39.14681115315453,-117.32121502994015
77,42.21764560469809,-97.24648710667739
78,41.917822157585704,-120.27300882927003
79,26.772273595409665,-104.38393293912085
80,37.24730962284764,-121.04782419895075
81,35.12941287252833,-74.65154923150163
82,43.97432624235013,-109.09919672524782
83,30.725530058412705,-104.25656522122559
84,33.7321046572215,-84.16865587400878
85,31.871891574753324,-81.50261114627688
86,31.21545523596398,-83.65063766227374
87,48.03863277118188,-100.76435946820784
88,31.20979558769833,-75.87338671320396
89,29.534469772876644,-117.79378731283461
90,32.66542986581931,-82.75519567093045
91,30.217436196143403,-83.70643767099887
92,43.10618243951686,-96.21745775640889
93,35.630037445814295,-94.88133638745562
94,46.61754958592355,-75.32101390969251
